z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,spinAndParity,decayModes,massExcess(keV),massExcessUncertainty,betaMinus(keV),betaMinusUncertainty,positronEmission(keV),positronEmissionUncertainty,neutronSeparationEnergy(keV),neutronSeparationEnergyUncertainty,protonSeparationEnergy(keV),protonSeparationEnergyUncertainty,alpha(keV),alphaUncertainty,twoNeutronSeparationEnergy(keV),twoNeutronSeparationEnergyUncertainty,twoProtonSeparationEnergy(keV),twoProtonSeparationEnergyUncertainty,bindingEnergy(keV),bindingEnergyUncertainty
64,77,141Gd,0.0,14,s,4,1/2+,EC = 100.00,-63224,20,-8.68E+3,11,5679,23,9.51E+3,3,3.53E+3,6,2.34E+3,3,2.174E+4,20,5422,23,8164.61,14
64,77,141Gd,0.0,14,s,4,1/2+,EP = 0.03,-63224,20,-8.68E+3,11,5679,23,9.51E+3,3,3.53E+3,6,2.34E+3,3,2.174E+4,20,5422,23,8164.61,14
64,77,141Gd,0.3778,24.5,s,5,11/2-,EC = 89.00,-62846,20,-8.68E+3,11,5679,23,9.51E+3,3,3.53E+3,6,2.34E+3,3,2.174E+4,20,5422,23,8164.61,14
64,77,141Gd,0.3778,24.5,s,5,11/2-,IT = 11.00,-62846,20,-8.68E+3,11,5679,23,9.51E+3,3,3.53E+3,6,2.34E+3,3,2.174E+4,20,5422,23,8164.61,14
64,81,145Gd,0.0,23.0,m,4,1/2+,EC = 100.00,-72927,20,-6.53E+3,11,4043,20,9.24E+3,3,4596,22,582,21,2.084E+4,20,7987,20,8228.95,14
64,81,145Gd,0.7491,85,s,3,11/2-,IT = 94.30,-72178,20,-6.53E+3,11,4043,20,9.24E+3,3,4596,22,582,21,2.084E+4,20,7987,20,8228.95,14
64,81,145Gd,0.7491,85,s,3,11/2-,EC = 5.70,-72178,20,-6.53E+3,11,4043,20,9.24E+3,3,4596,22,582,21,2.084E+4,20,7987,20,8228.95,14
64,80,144Gd,0.0,4.47,m,6,0+,EC = 100.00,-7.176E+4,3,-9.39E+3,4,2.84E+3,3,1.160E+4,20,4.81E+3,3,1.27E+3,3,2.094E+4,4,7.36E+3,3,8221.94,19
64,83,147Gd,0.0,38.06,h,12,7/2-,EC = 100.00,-75356.9,19,-4614,8,1166,3,7342,4,5528,6,1735.3,20,18573,20,9283.5,13,8243.337,13
64,82,146Gd,0.0,48.27,d,9,0+,EC = 100.00,-76086,4,-8.32E+3,4,10,7,11231,20,5383,5,471,4,2.047E+4,3,8698,4,8249.51,3
64,85,149Gd,0.0,9.28,d,10,7/2-,EC = 100.00,-75127,3,-3639,4,292,4,6929,3,6119,10,3099,3,15913,3,10439,3,8239.486,22
64,85,149Gd,0.0,9.28,d,10,7/2-,A = 4.3E-4,-75127,3,-3639,4,292,4,6929,3,6119,10,3099,3,15913,3,10439,3,8239.486,22
64,84,148Gd,0.0,71.1,y,12,0+,A = 100.00,-76269.4,15,-5732,13,-994,10,8983.8,12,6013.8,24,3271.29,3,16326,4,9851,3,8248.340,10
64,87,151Gd,0.0,123.9,d,10,7/2-,EC = 100.00,-74189,3,-2565,4,-558,3,6496,7,6686,7,2652,3,15204,4,11631,3,8231.045,20
64,87,151Gd,0.0,123.9,d,10,7/2-,A AP 8.0E-7,-74189,3,-2565,4,-558,3,6496,7,6686,7,2652,3,15204,4,11631,3,8231.045,20
64,86,150Gd,0.0,1.79E+6,y,8,0+,A = 100.00,-75764,6,-4658,8,-1994,4,8708,7,6612,7,2807,6,15637,6,11006,6,8242.61,4
64,89,153Gd,0.0,240.4,d,10,3/2-,EC = 100.00,-72882.9,10,-1569,4,-537.5,7,6246.96,13,7283.4,7,1828.0,7,14837,3,12884.4,6,8220.421,7
64,88,152Gd,0.0,1.08E+14,y,,0+,A = 100.00,-74707.3,10,-3.99E+3,4,-2840.8,7,8590,3,7343.2,7,2203.8,10,15086,6,12233.9,6,8233.404,7
64,90,154Gd,0.0,STABLE,,,0+,,-73706.4,10,-3.55E+3,5,-2990.0,8,8894.73,17,7627.9,7,920.1,7,15141.69,21,13521.3,3,8224.800,7
64,92,156Gd,0.0,STABLE,,,0+,,-72535.3,10,-2444,4,-3474,3,8536.35,7,8006.0,9,-197.3,3,14971.61,19,14657.7,9,8215.325,6
64,91,155Gd,0.0,STABLE,,,3/2-,,-72070.3,10,-820,10,-1274.0,9,6435.26,18,7620.9,8,81.3,7,15329.99,25,14088.2,4,8213.254,6
64,91,155Gd,0.1210,31.97,ms,27,11/2-,IT = 100.00,-71949.3,10,-820,10,-1274.0,9,6435.26,18,7620.9,8,81.3,7,15329.99,25,14088.2,4,8213.254,6
64,94,158Gd,0.0,STABLE,,,0+,,-70690.0,10,-1219.1,10,-4441.5,23,7937.39,6,8520,4,-659.3,9,14297.27,16,15907,8,8201.823,6
64,93,157Gd,0.0,STABLE,,,3/2-,,-70823.9,10,-60.0,3,-2387,4,6359.88,15,8030,3,-688.8,4,14896.23,16,15210.6,9,8203.507,6
64,96,160Gd,0.0,3.1E+19,y,GT,0+,2B-  ,-67942.1,11,-105.6,10,-5470.6,14,7451.5,7,9188,4,-1006,9,13394.7,7,17268,5,8183.017,7
64,95,159Gd,0.0,18.479,h,4,3/2-,B- = 100.00,-68561.9,10,970.7,7,-3540,4,5943.21,8,8580.4,23,-795.6,9,13880.60,11,16462,5,8187.618,6
64,98,162Gd,0.0,8.4,m,3,0+,B- = 100.00,-64281,4,1599,4,-6580,4,6846,4,9778,11,-1454,6,12481,4,18625,4,8159.037,25
64,97,161Gd,0.0,3.66,m,5,5/2-,B- = 100.00,-65506.1,15,1955.6,14,-4737,11,5635.4,10,9301.7,18,-1253,5,13086.9,12,17876,6,8167.193,9
64,99,163Gd,0.0,68,s,3,(5/2-:7/2+),B- = 100.00,-61388.6,8,3207,4,-5836.8,12,5179,4,9954.6,15,-1606,6,12025.1,17,19294,7,8140.756,5
64,104,168Gd,0.0,160,ns,GT,0+,B- = 100.00,-4.81E+4,3,4.6E+3,3,-9.9E+3,5,5.4E+3,3,1.17E+4,5,-2.6E+3,3,9.9E+3,3,2.23E+4,5,8060.0,20
64,103,167Gd,0.0,160,ns,GT,,B- = 100.00,-50776,5,5107,6,-8.0E+3,4,4476,5,1.132E+4,10,-2601,9,10393,5,2.18E+4,4,8075.54,3
64,102,166Gd,0.0,4.8,s,10,0+,B- = 100.00,-54370.9,16,3437.9,22,-8.64E+3,10,5916.5,21,10931,5,-2417,4,10819.9,19,21024,4,8097.226,10
64,102,166Gd,0.0,950,ns,60,(6-),IT = 100.00,-54370.9,16,3437.9,22,-8.64E+3,10,5916.5,21,10931,5,-2417,4,10819.9,19,21024,4,8097.226,10
64,101,165Gd,0.0,10.3,s,16,,B- = 100.00,-56525.8,13,4063.1,20,-6819,5,4903.4,16,10582.6,24,-2279,7,11279.8,15,20504,7,8110.443,8
64,100,164Gd,0.0,45,s,3,0+,B- = 100.00,-59693.7,10,2411.3,21,-7483.5,23,6376.4,13,10408.8,13,-1885.4,22,11556,4,19893,4,8129.998,6
64,108,172Gd,,,,,,,-3.30E+4,3,6.7E+3,6,,,4.8E+3,6,,,-3.8E+3,4,8.3E+3,6,,,7972.0,20
64,107,171Gd,,,,,,,-3.62E+4,5,7.6E+3,6,,,3.4E+3,7,1.26E+4,7,-3.3E+3,7,8.5E+3,6,,,7990,3
64,106,170Gd,0.0,160,ns,GT,,B- = 100.00,-4.08E+4,5,5.9E+3,6,-1.10E+4,7,5.0E+3,6,1.25E+4,7,-2.8E+3,6,8.8E+3,6,2.38E+4,6,8017,3
64,105,169Gd,0.0,160,ns,GT,,B- = 100.00,-4.39E+4,4,6.6E+3,5,-9.3E+3,6,3.8E+3,5,1.19E+4,6,-2.8E+3,6,9.3E+3,4,2.31E+4,6,8035.0,20
65,101,166Tb,0.0,25.1,s,21,(2-),B- = 100.00,-57808.8,15,4775.7,17,-4459.8,22,5291.2,21,8572.0,20,-1510.7,20,11846.4,24,19155,3,8113.223,9
65,100,165Tb,0.0,2.11,m,10,(3/2+),B- = 100.00,-60588.8,15,3023.4,17,-5085.1,20,6555.2,24,8184.1,18,-1222,11,12136,4,18593.0,18,8130.326,9
65,103,168Tb,0.0,8.2,s,13,(4-),B- = 100.00,-52781,4,5.78E+3,14,-5.7E+3,3,4969,5,9294,7,-1974,5,11115,4,2.061E+4,10,8082.80,3
65,102,167Tb,0.0,19.4,s,27,(3/2+),B- = 100.00,-55883.1,19,4028,4,-6129,6,6145.6,24,8801.1,25,-1734.2,21,11436.9,25,19732,6,8101.441,12
65,109,174Tb,,,,,,,-3.20E+4,5,9.2E+3,7,,,3.5E+3,7,,,-3.5E+3,7,8.4E+3,7,,,7963,3
65,108,173Tb,,,,,,,-3.65E+4,5,7.2E+3,6,,,4.9E+3,7,1.08E+4,6,-3.3E+3,7,8.9E+3,6,,,7988,3
65,105,170Tb,0.0,160,ns,GT,,B- = 100.00,-4.67E+4,3,7.0E+3,4,-6.9E+3,6,4.3E+3,4,1.01E+4,5,-2.4E+3,3,1.01E+4,3,2.20E+4,5,8047.0,20
65,104,169Tb,0.0,160,ns,GT,,B- = 100.00,-5.05E+4,3,5.1E+3,4,-7.6E+3,5,5.8E+3,3,9.6E+3,4,-2.2E+3,3,1.07E+4,3,2.13E+4,5,8069.0,20
65,107,172Tb,0.0,160,ns,GT,,B- = 100.00,-3.97E+4,5,8.1E+3,6,-7.7E+3,6,4.0E+3,6,1.08E+4,7,-2.9E+3,6,9.1E+3,6,2.34E+4,7,8006,3
65,107,172Tb,0.0,160,ns,GT,,BN ? ,-3.97E+4,5,8.1E+3,6,-7.7E+3,6,4.0E+3,6,1.08E+4,7,-2.9E+3,6,9.1E+3,6,2.34E+4,7,8006,3
65,106,171Tb,0.0,160,ns,GT,,B- = 100.00,-4.38E+4,4,6.2E+3,4,-8.6E+3,6,5.1E+3,5,1.02E+4,6,-2.4E+3,6,9.4E+3,5,2.27E+4,6,8030.0,20
65,106,171Tb,0.0,160,ns,GT,,BN ? ,-4.38E+4,4,6.2E+3,4,-8.6E+3,6,5.1E+3,5,1.02E+4,6,-2.4E+3,6,9.4E+3,5,2.27E+4,6,8030.0,20
65,80,145Tb,0.0,,,,,EC ? ,-6.640E+4,11,-8.16E+3,11,5.50E+3,11,1.210E+4,11,1.93E+3,11,1.10E+3,11,2.212E+4,12,6.74E+3,11,8178.5,8
65,80,145Tb,0.0,30.9,s,6,(11/2-),EC = 100.00,-6.640E+4,11,-8.16E+3,11,5.50E+3,11,1.210E+4,11,1.93E+3,11,1.10E+3,11,2.212E+4,12,6.74E+3,11,8178.5,8
65,82,147Tb,0.0,1.64,h,3,(1/2+),EC = 100.00,-70743,8,-6547,12,3592,8,1.105E+4,5,1946,9,1074,14,2.049E+4,11,7329,9,8206.63,6
65,82,147Tb,0.0506,1.83,m,6,(11/2-),EC = 100.00,-70692,8,-6547,12,3592,8,1.105E+4,5,1946,9,1074,14,2.049E+4,11,7329,9,8206.63,6
65,81,146Tb,0.0,8,s,4,1+,EC = 100.00,-6.776E+4,4,-5.21E+3,5,7.30E+3,4,9.44E+3,12,2.13E+3,5,1.12E+3,5,2.154E+4,5,6.72E+3,5,8187.1,3
65,81,146Tb,0.0,24.1,s,5,5-,EC = 100.00,-6.776E+4,4,-5.21E+3,5,7.30E+3,4,9.44E+3,12,2.13E+3,5,1.12E+3,5,2.154E+4,5,6.72E+3,5,8187.1,3
65,81,146Tb,0.7796,1.20,ms,3,10+,IT = 100.00,-6.698E+4,4,-5.21E+3,5,7.30E+3,4,9.44E+3,12,2.13E+3,5,1.12E+3,5,2.154E+4,5,6.72E+3,5,8187.1,3
65,84,149Tb,0.0,4.118,h,25,1/2+,EC = 83.30,-71489,4,-3795,9,2617,4,9023,13,2508,3,4078.0,22,16889,9,8522,4,8209.815,24
65,84,149Tb,0.0,4.118,h,25,1/2+,A = 16.70,-71489,4,-3795,9,2617,4,9023,13,2508,3,4078.0,22,16889,9,8522,4,8209.815,24
65,84,149Tb,0.0358,4.16,m,4,11/2-,EC = 99.98,-71453,4,-3795,9,2617,4,9023,13,2508,3,4078.0,22,16889,9,8522,4,8209.815,24
65,84,149Tb,0.0358,4.16,m,4,11/2-,A = 0.02,-71453,4,-3795,9,2617,4,9023,13,2508,3,4078.0,22,16889,9,8522,4,8209.815,24
65,83,148Tb,0.0,60,m,1,2-,EC = 100.00,-70537,12,-2678,10,4710,13,7866,15,2469,13,2657,16,1.892E+4,5,7997,14,8204.32,8
65,83,148Tb,0.0901,2.20,m,5,(9)+,EC = 100.00,-70447,12,-2678,10,4710,13,7866,15,2469,13,2657,16,1.892E+4,5,7997,14,8204.32,8
65,86,151Tb,0.0,17.609,h,14,1/2(+),EC = 99.99,-71624,4,-2871,5,1543,4,8589,8,3148,7,3496,4,16278,5,9760,5,8208.87,3
65,86,151Tb,0.0,17.609,h,14,1/2(+),A = 9.5E-3,-71624,4,-2871,5,1543,4,8589,8,3148,7,3496,4,16278,5,9760,5,8208.87,3
65,86,151Tb,0.0995,25,s,3,(11/2-),IT = 93.40,-71524,4,-2871,5,1543,4,8589,8,3148,7,3496,4,16278,5,9760,5,8208.87,3
65,86,151Tb,0.0995,25,s,3,(11/2-),EC = 6.60,-71524,4,-2871,5,1543,4,8589,8,3148,7,3496,4,16278,5,9760,5,8208.87,3
65,85,150Tb,0.0,3.48,h,16,(2-),EC = 100.00,-71106,7,-1796,8,3636,8,7688,8,3268,8,3587,5,16711,14,9386,12,8206.34,5
65,85,150Tb,0.0,3.48,h,16,(2)-,A LT 0.05,-71106,7,-1796,8,3636,8,7688,8,3268,8,3587,5,16711,14,9386,12,8206.34,5
65,85,150Tb,0.4610,5.8,m,2,9+,EC  ,-70645,7,-1796,8,3636,8,7688,8,3268,8,3587,5,16711,14,9386,12,8206.34,5
65,88,153Tb,0.0,2.34,d,1,5/2+,EC = 100.00,-71314,4,-2170.4,19,547,4,8.67E+3,4,3895,4,2703,5,15833,6,11238,4,8205.05,3
65,87,152Tb,0.0,17.5,h,1,2-,EC = 100.00,-7.072E+4,4,-6.0E+2,4,2.97E+3,4,7.17E+3,4,3.82E+3,4,3.16E+3,4,1.575E+4,4,1.050E+4,4,8202.0,3
65,87,152Tb,0.0,17.5,h,1,2-,A LT 7.0E-7,-7.072E+4,4,-6.0E+2,4,2.97E+3,4,7.17E+3,4,3.82E+3,4,3.16E+3,4,1.575E+4,4,1.050E+4,4,8202.0,3
65,87,152Tb,0.5017,4.2,m,1,8+,IT = 78.80,-7.022E+4,4,-6.0E+2,4,2.97E+3,4,7.17E+3,4,3.82E+3,4,3.16E+3,4,1.575E+4,4,1.050E+4,4,8202.0,3
65,87,152Tb,0.5017,4.2,m,1,8+,EC = 21.20,-7.022E+4,4,-6.0E+2,4,2.97E+3,4,7.17E+3,4,3.82E+3,4,3.16E+3,4,1.575E+4,4,1.050E+4,4,8202.0,3
65,89,154Tb,0.0,21.5,h,4,0,EC = 100.00,-7.016E+4,5,2.4E+2,5,2.53E+3,5,6.91E+3,5,4.56E+3,5,2.21E+3,5,1.558E+4,6,1.185E+4,5,8196.7,3
65,89,154Tb,0.0,21.5,h,4,0,B- LT 0.10,-7.016E+4,5,2.4E+2,5,2.53E+3,5,6.91E+3,5,4.56E+3,5,2.21E+3,5,1.558E+4,6,1.185E+4,5,8196.7,3
65,89,154Tb,0.0,22.7,h,5,7-,EC = 98.20,-7.016E+4,5,2.4E+2,5,2.53E+3,5,6.91E+3,5,4.56E+3,5,2.21E+3,5,1.558E+4,6,1.185E+4,5,8196.7,3
65,89,154Tb,0.0,22.7,h,5,7-,IT = 1.80,-7.016E+4,5,2.4E+2,5,2.53E+3,5,6.91E+3,5,4.56E+3,5,2.21E+3,5,1.558E+4,6,1.185E+4,5,8196.7,3
65,89,154Tb,0.0,9.4,h,4,3-,EC = 78.20,-7.016E+4,5,2.4E+2,5,2.53E+3,5,6.91E+3,5,4.56E+3,5,2.21E+3,5,1.558E+4,6,1.185E+4,5,8196.7,3
65,89,154Tb,0.0,9.4,h,4,3-,IT = 21.80,-7.016E+4,5,2.4E+2,5,2.53E+3,5,6.91E+3,5,4.56E+3,5,2.21E+3,5,1.558E+4,6,1.185E+4,5,8196.7,3
65,89,154Tb,0.0,9.4,h,4,3-,B- LT 0.10,-7.016E+4,5,2.4E+2,5,2.53E+3,5,6.91E+3,5,4.56E+3,5,2.21E+3,5,1.558E+4,6,1.185E+4,5,8196.7,3
65,91,156Tb,0.0,5.35,d,10,3-,EC = 100.00,-70091,4,438,4,1422,4,6912,10,5310,4,373,4,1.608E+4,5,12931,4,8194.642,24
65,91,156Tb,0.0496,24.4,h,10,(7-),IT = 100.00,-70041,4,438,4,1422,4,6912,10,5310,4,373,4,1.608E+4,5,12931,4,8194.642,24
65,91,156Tb,0.0884,5.3,h,2,(0+),IT LT 100.00,-70003,4,438,4,1422,4,6912,10,5310,4,373,4,1.608E+4,5,12931,4,8194.642,24
65,91,156Tb,0.0884,5.3,h,2,(0+),EC AP 0.00,-70003,4,438,4,1422,4,6912,10,5310,4,373,4,1.608E+4,5,12931,4,8194.642,24
65,90,155Tb,0.0,5.32,d,6,3/2+,EC = 100.00,-71250,10,-2094.5,19,-202,10,9.17E+3,5,4833,10,978,10,16079,11,12461,10,8202.92,6
65,93,158Tb,0.0,180,y,11,3-,EC = 83.40,-69470.9,13,936.3,25,197.1,10,6778.4,10,5936.0,10,-157.4,12,15523,4,13966,4,8189.156,8
65,93,158Tb,0.0,180,y,11,3-,B- = 16.60,-69470.9,13,936.3,25,197.1,10,6778.4,10,5936.0,10,-157.4,12,15523,4,13966,4,8189.156,8
65,93,158Tb,0.1103,10.70,s,17,0-,IT = 100.00,-69360.6,13,936.3,25,197.1,10,6778.4,10,5936.0,10,-157.4,12,15523,4,13966,4,8189.156,8
65,93,158Tb,0.1103,10.70,s,17,0-,B- LT 0.60,-69360.6,13,936.3,25,197.1,10,6778.4,10,5936.0,10,-157.4,12,15523,4,13966,4,8189.156,8
65,93,158Tb,0.1103,10.70,s,17,0-,EC LT 0.01,-69360.6,13,936.3,25,197.1,10,6778.4,10,5936.0,10,-157.4,12,15523,4,13966,4,8189.156,8
65,93,158Tb,0.3884,0.40,ms,4,7-,IT = 100.00,-69082.5,13,936.3,25,197.1,10,6778.4,10,5936.0,10,-157.4,12,15523,4,13966,4,8189.156,8
65,92,157Tb,0.0,71,y,7,3/2+,EC = 100.00,-70763.8,10,-1339,5,-962.0,3,8744,4,5517.5,3,178.7,8,15656,10,13523.5,9,8198.142,7
65,95,160Tb,0.0,72.3,d,2,3-,B- = 100.00,-67836.5,11,1836.0,11,-916.4,10,6375.21,13,6563.6,8,-179,3,14508.2,7,15144.0,23,8177.468,7
65,94,159Tb,0.0,STABLE,,,3/2+,,-69532.6,11,-365.4,12,-1992.7,7,8133.0,6,6131.6,7,-139.2,11,14911.4,8,14651,4,8188.803,7
65,97,162Tb,0.0,7.60,m,15,1-,B- = 100.00,-65879.5,20,2301.6,22,-2621,4,6489.1,24,7662,3,-1034,3,14185.7,23,16964.0,22,8164.077,13
65,96,161Tb,0.0,6.89,d,2,3/2+,B- = 100.00,-67461.8,12,593.7,12,-2977.6,14,7696.6,5,6808.7,10,-428,4,14071.8,6,15996,4,8174.481,8
65,99,164Tb,0.0,3.0,m,1,(5+),B- = 100.00,-62105.0,19,3862.7,20,-3433.3,21,5581,4,8005.4,20,-1036.5,21,12368,3,17960.0,23,8139.930,11
65,98,163Tb,0.0,19.5,m,3,3/2+,B- = 100.00,-64596,4,1785,4,-4229,4,6788,5,7604,6,-977,6,13277,4,17382,11,8155.632,25
65,71,136Tb,,,,,,EC ? ,-3.59E+4,5,,,1.22E+4,6,1.09E+4,6,-1.1E+3,6,3.9E+3,6,,,7.E+2,6,7961,4
65,70,135Tb,0.0,0.94,ms,+33-2,(7/2-),P = 100.00,-3.31E+4,4,,,1.02E+4,6,,,-1188,7,4.0E+3,6,,,0,AP,7939,3
65,73,138Tb,0.0,200,ns,GE,,EC = 100.00,-4.36E+4,3,-8.7E+3,6,1.10E+4,4,1.07E+4,5,0,AP,3.8E+3,4,2.38E+4,6,1.9E+3,4,8019.0,20
65,73,138Tb,0.0,200,ns,GE,,P  ,-4.36E+4,3,-8.7E+3,6,1.10E+4,4,1.07E+4,5,0,AP,3.8E+3,4,2.38E+4,6,1.9E+3,4,8019.0,20
65,72,137Tb,,,,,,EC ? ,-4.10E+4,4,,,9.2E+3,5,1.31E+4,6,-8.E+2,5,3.8E+3,5,2.41E+4,6,1.4E+3,4,7999,3
65,75,140Tb,0.0,2.0,s,5,(7+),EC = 100.00,-5.05E+4,8,-7.7E+3,9,1.03E+4,8,1.04E+4,9,0,AP,3.3E+3,8,2.30E+4,9,3.3E+3,8,8069,6
65,75,140Tb,0.0,2.0,s,5,(7+),EP = 0.26,-5.05E+4,8,-7.7E+3,9,1.03E+4,8,1.04E+4,9,0,AP,3.3E+3,8,2.30E+4,9,3.3E+3,8,8069,6
65,74,139Tb,0.0,1.6,s,2,,EC  ,-4.81E+4,3,-1.04E+4,6,8.5E+3,4,1.26E+4,4,0,AP,3.6E+3,4,2.33E+4,5,2.6E+3,3,8052.0,20
65,74,139Tb,0.0,1.6,s,2,,EP ? ,-4.81E+4,3,-1.04E+4,6,8.5E+3,4,1.26E+4,4,0,AP,3.6E+3,4,2.33E+4,5,2.6E+3,3,8052.0,20
65,77,142Tb,0.0,597,ms,17,1+,EC = 100.00,-5.66E+4,7,-6.44E+3,20,9.4E+3,7,1.01E+4,7,6.E+2,7,2.8E+3,7,2.22E+4,11,4.2E+3,7,8112,5
65,77,142Tb,0.0,597,ms,17,1+,EP = 2.2E-3,-5.66E+4,7,-6.44E+3,20,9.4E+3,7,1.01E+4,7,6.E+2,7,2.8E+3,7,2.22E+4,11,4.2E+3,7,8112,5
65,77,142Tb,0.2797,303,ms,17,5-,IT = 100.00,-5.63E+4,7,-6.44E+3,20,9.4E+3,7,1.01E+4,7,6.E+2,7,2.8E+3,7,2.22E+4,11,4.2E+3,7,8112,5
65,76,141Tb,0.0,3.5,s,2,(5/2-),EC = 100.00,-5.454E+4,11,-9.2E+3,3,7.66E+3,11,1.21E+4,8,0,AP,3.18E+3,11,2.26E+4,3,3.72E+3,11,8097.5,7
65,76,141Tb,0.0,7.9,s,6,,EC = 100.00,-5.454E+4,11,-9.2E+3,3,7.66E+3,11,1.21E+4,8,0,AP,3.18E+3,11,2.26E+4,3,3.72E+3,11,8097.5,7
65,79,144Tb,0.0,1,s,AP,1+,EC = 100.00,-6.237E+4,3,-5.80E+3,3,8.37E+3,4,1.002E+4,6,1.43E+3,20,2.19E+3,6,2.20E+4,7,5.64E+3,4,8151.29,19
65,79,144Tb,0.3969,4.25,s,15,(6-),IT = 66.00,-6.197E+4,3,-5.80E+3,3,8.37E+3,4,1.002E+4,6,1.43E+3,20,2.19E+3,6,2.20E+4,7,5.64E+3,4,8151.29,19
65,79,144Tb,0.3969,4.25,s,15,(6-),EC = 34.00,-6.197E+4,3,-5.80E+3,3,8.37E+3,4,1.002E+4,6,1.43E+3,20,2.19E+3,6,2.20E+4,7,5.64E+3,4,8151.29,19
65,78,143Tb,0.0,12,s,1,(11/2-),EC = 100.00,-6.042E+4,5,-8.25E+3,5,6.79E+3,21,1.19E+4,7,7.5E+2,6,2.55E+3,5,2.202E+4,12,5.07E+3,5,8138.2,4
65,78,143Tb,0.0,21,s,LT,,EC  ,-6.042E+4,5,-8.25E+3,5,6.79E+3,21,1.19E+4,7,7.5E+2,6,2.55E+3,5,2.202E+4,12,5.07E+3,5,8138.2,4
66,72,138Dy,,,,,0+,EC ? ,-3.49E+4,5,,,7.6E+3,6,,,1.3E+3,6,4.2E+3,6,,,0,AP,7950,4
66,75,141Dy,0.0,0.9,s,2,(9/2-),EC = 100.00,-4.54E+4,3,-1.10E+4,5,8.1E+3,3,1.06E+4,5,2.2E+3,9,3.4E+3,4,2.38E+4,6,2.3E+3,4,8027.0,20
66,75,141Dy,0.0,0.9,s,2,(9/2-),EP ? ,-4.54E+4,3,-1.10E+4,5,8.1E+3,3,1.06E+4,5,2.2E+3,9,3.4E+3,4,2.38E+4,6,2.3E+3,4,8027.0,20
66,76,142Dy,0.0,2.3,s,3,0+,EC = 100.00,-5.01E+4,7,-1.29E+4,8,5.42E+3,20,1.28E+4,8,2.9E+3,7,3.1E+3,8,2.34E+4,8,2.9E+3,7,8061,5
66,76,142Dy,0.0,2.3,s,3,0+,EP = 0.06,-5.01E+4,7,-1.29E+4,8,5.42E+3,20,1.28E+4,8,2.9E+3,7,3.1E+3,8,2.34E+4,8,2.9E+3,7,8061,5
66,73,139Dy,0.0,0.6,s,2,(7/2+),EC  ,-3.77E+4,5,,,9.4E+3,6,1.08E+4,7,1.4E+3,6,4.1E+3,6,,,1.1E+3,6,7971,4
66,73,139Dy,0.0,0.6,s,2,(7/2+),EP  ,-3.77E+4,5,,,9.4E+3,6,1.08E+4,7,1.4E+3,6,4.1E+3,6,,,1.1E+3,6,7971,4
66,74,140Dy,0.0,,,,0+,EC  ,-4.28E+4,4,-1.35E+4,6,6.6E+3,9,1.32E+4,6,2.0E+3,5,3.8E+3,5,2.40E+4,6,1.7E+3,4,8008,3
66,79,145Dy,0.0,6,s,2,(1/2+),EC = 100.00,-58243,7,-9122,10,7.14E+3,11,9744,10,3.16E+3,3,2557,21,22216,15,4.59E+3,20,8116.89,5
66,79,145Dy,0.0,6,s,2,(1/2+),EP AP 50.00,-58243,7,-9122,10,7.14E+3,11,9744,10,3.16E+3,3,2557,21,22216,15,4.59E+3,20,8116.89,5
66,79,145Dy,0.1182,14.1,s,7,(11/2-),EC = 100.00,-58124,7,-9122,10,7.14E+3,11,9744,10,3.16E+3,3,2557,21,22216,15,4.59E+3,20,8116.89,5
66,79,145Dy,0.1182,14.1,s,7,(11/2-),EP AP 50.00,-58124,7,-9122,10,7.14E+3,11,9744,10,3.16E+3,3,2557,21,22216,15,4.59E+3,20,8116.89,5
66,77,143Dy,0.0,5.6,s,10,(1/2+),EC = 100.00,-52169,13,-1.01E+4,3,7.23E+3,5,1.01E+4,7,2.9E+3,7,3.04E+3,20,2.29E+4,3,3523,24,8075.05,9
66,77,143Dy,0.0,5.6,s,10,(1/2+),EP  ,-52169,13,-1.01E+4,3,7.23E+3,5,1.01E+4,7,2.9E+3,7,3.04E+3,20,2.29E+4,3,3523,24,8075.05,9
66,77,143Dy,0.3107,3.0,s,3,(11/2-),EC = 100.00,-51858,13,-1.01E+4,3,7.23E+3,5,1.01E+4,7,2.9E+3,7,3.04E+3,20,2.29E+4,3,3523,24,8075.05,9
66,77,143Dy,0.3107,3.0,s,3,(11/2-),EP  ,-51858,13,-1.01E+4,3,7.23E+3,5,1.01E+4,7,2.9E+3,7,3.04E+3,20,2.29E+4,3,3523,24,8075.05,9
66,78,144Dy,0.0,9.1,s,4,0+,EC = 100.00,-56570,7,-11961,11,4.78E+3,3,12472,15,3.44E+3,5,2.79E+3,3,2.26E+4,7,4.19E+3,3,8105.59,5
66,78,144Dy,0.0,9.1,s,4,0+,EP  ,-56570,7,-11961,11,4.78E+3,3,12472,15,3.44E+3,5,2.79E+3,3,2.26E+4,7,4.19E+3,3,8105.59,5
66,82,148Dy,0.0,3.3,m,2,0+,EC = 100.00,-67859,9,-9.87E+3,8,1656,10,11735,12,4406,12,1.48E+3,3,21447,11,6352,10,8180.94,6
66,83,149Dy,0.0,4.20,m,14,(7/2-),EC = 100.00,-67694,9,-6048,13,2773,9,7906,12,4446,15,2808,22,19641,13,6915,9,8179.10,6
66,83,149Dy,2.6611,0.490,s,15,(27/2-),IT = 99.30,-65033,9,-6048,13,2773,9,7906,12,4446,15,2808,22,19641,13,6915,9,8179.10,6
